order,id,date,time,title,url,visitCount,typedCount,transition
1483,80100,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R203-R206,6,0,link
1484,80100,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R203-R206,6,0,link
1485,80099,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R204-R206,2,0,link
1486,80099,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R204-R206,2,0,link
1487,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1488,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1489,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1490,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1491,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1492,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1493,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1494,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1495,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1496,80098,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R205-R206,10,0,link
1497,80097,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R206,2,0,link
1498,80097,7/7/2026,15:48:46,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835R206,2,0,link
1499,80077,7/7/2026,15:48:42,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835,4,0,link
1500,80077,7/7/2026,15:48:42,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835,4,0,link
1501,80075,7/7/2026,15:48:38,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes,2,0,link
1502,80074,7/7/2026,15:48:35,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451,3,0,auto_toplevel
1503,80096,7/7/2026,15:48:12,Grounded 2 | Roadmap,https://grounded2.obsidian.net/roadmap,1,0,reload
1504,80096,7/7/2026,15:47:41,Grounded 2 | Roadmap,https://grounded2.obsidian.net/roadmap,1,0,auto_toplevel
1505,80044,7/7/2026,15:47:36,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,form_submit
1506,80045,7/7/2026,15:47:20,Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/build?delay=0sec,6,0,link
1507,80044,7/7/2026,15:47:19,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,link
1508,80095,7/7/2026,15:47:05,DEV-Glue-Jobs-Deploy #5302 - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/5302/,1,0,link
1509,80044,7/7/2026,15:47:01,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,reload
1510,80092,7/7/2026,15:47:01,DEV-Glue-Jobs-Deploy #5303 - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/5303/,2,0,link
1511,80094,7/7/2026,15:46:58,Parameters - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/5303/parameters/,1,0,link
1512,80092,7/7/2026,15:46:55,DEV-Glue-Jobs-Deploy #5303 - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/5303/,2,0,link
1513,79672,7/7/2026,15:46:36,Runs - Editor - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/editor/job/dev-de-pipelines-calculate-fund-peers/runs,41,0,link
1514,79671,7/7/2026,15:46:33,Script - Editor - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/editor/job/dev-de-pipelines-calculate-fund-peers/script,11,0,link
1515,524,7/7/2026,15:46:26,Jobs - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/jobs,159,0,link
1516,524,7/7/2026,15:46:25,Jobs - AWS Glue Studio,https://eu-west-2.console.aws.amazon.com/gluestudio/home?region=eu-west-2#/jobs,159,0,link
1517,523,7/7/2026,15:45:21,Getting Started - AWS Glue Console,https://eu-west-2.console.aws.amazon.com/glue/home?region=eu-west-2#/v2/getting-started,87,0,link
1518,518,7/7/2026,15:45:17,Getting Started - AWS Glue Console,https://eu-west-2.console.aws.amazon.com/glue/home?region=eu-west-2,86,0,link
1519,80068,7/7/2026,15:45:16,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/30b1ef64-0126-4994-95c2-7bf01ecb6084,3,0,link
1520,4075,7/7/2026,15:45:15,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1521,4069,7/7/2026,15:45:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2,126,0,link
1522,75446,7/7/2026,15:38:09,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee%20%3D%20712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030&selectedIssue=DT-16667,37,0,link
1523,80085,7/7/2026,15:36:21,префиксом - Google Search,https://www.google.com/search?q=%D0%BF%D1%80%D0%B5%D1%84%D0%B8%D0%BA%D1%81%D0%BE%D0%BC&oq=%D0%BF%D1%80%D0%B5%D1%84%D0%B8%D0%BA%D1%81%D0%BE%D0%BC&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIICAEQABgTGB4yCggCEAAYBRgTGB7SAQcyNzlqMGo3qAIAsAIA&sourceid=chrome&source=chrome.ob&ie=UTF-8,1,0,generated
1524,80051,7/7/2026,15:34:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9f44b864-8da7-4388-819b-42a345aebf25,5,0,link
1525,4075,7/7/2026,15:34:11,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1526,4069,7/7/2026,15:34:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2,126,0,link
1527,64796,7/7/2026,15:33:59,Console Home | Console Home | eu-west-2,https://eu-west-2.console.aws.amazon.com/console/home?region=eu-west-2#,150,0,link
1528,65381,7/7/2026,15:33:57,AWS access portal,https://d-9c677e465f.awsapps.com/start/#/console?account_id=306646034796&role_name=Infra_Team_Dev_Stage_Accounts&referrer=accessPortal,91,0,link
1529,64697,7/7/2026,15:33:54,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,auto_bookmark
1530,80077,7/7/2026,15:32:56,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835,4,0,link
1531,80077,7/7/2026,15:32:56,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-6d8546c24202f2c2fb6cd342e63c9a9d6304894de773553f7152dbe8f6f7a835,4,0,link
1532,80076,7/7/2026,15:31:19,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-9bbdb79a3f9a9336012ed745f501d8da7fd036017952c576aa44339618795bdf,2,0,link
1533,80076,7/7/2026,15:31:19,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes#diff-9bbdb79a3f9a9336012ed745f501d8da7fd036017952c576aa44339618795bdf,2,0,link
1534,80075,7/7/2026,15:30:37,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451/changes,2,0,link
1535,80074,7/7/2026,15:30:31,DT-10871/Added new GIC4 table by ivanchepets · Pull Request #3451 · deshe-analytics/de-bridge-wise,https://github.com/deshe-analytics/de-bridge-wise/pull/3451,3,0,auto_toplevel
1536,77238,7/7/2026,15:28:12,Peers Logic - Google Sheets,https://docs.google.com/spreadsheets/d/1ORYTqL6zHVvOqnn0GCXuxbAm7Zy4va29ETvX_U6G4xE/edit?gid=823574535#gid=823574535,12,1,link
1537,77237,7/7/2026,15:28:12,Peers Logic - Google Sheets,https://docs.google.com/spreadsheets/d/1ORYTqL6zHVvOqnn0GCXuxbAm7Zy4va29ETvX_U6G4xE/edit,4,0,link
1538,80073,7/7/2026,15:28:11,Peers Logic - Google Sheets,https://docs.google.com/spreadsheets/d/1ORYTqL6zHVvOqnn0GCXuxbAm7Zy4va29ETvX_U6G4xE/edit?usp=chrome_ntp&ouid=107691928282454990013,1,0,auto_bookmark
1539,21440,7/7/2026,15:28:01,Google Meet,https://meet.google.com/landing?authuser=0,19,0,link
1540,80044,7/7/2026,15:16:37,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,reload
1541,2,7/7/2026,15:16:00,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1,42,20,auto_bookmark
1542,80044,7/7/2026,15:15:32,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,form_submit
1543,80045,7/7/2026,15:15:16,Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/build?delay=0sec,6,0,link
1544,80044,7/7/2026,15:15:15,DEV-Glue-Jobs-Deploy - Jenkins,https://ci.bridgewise.com/job/DEV-Glue-Jobs-Deploy/,9,0,link
1545,5,7/7/2026,15:15:08,Dashboard - Jenkins,https://ci.bridgewise.com/?fmobei5jwkhvnirtxszg7ol2le=4qkx7wg5khtjh4ojl6ihvfapba,90,0,form_submit
1546,169,7/7/2026,15:15:06,Sign in - Jenkins,https://ci.bridgewise.com/login?from=%2F%3Ffmobei5jwkhvnirtxszg7ol2le%3D4qkx7wg5khtjh4ojl6ihvfapba,42,0,link
1547,5,7/7/2026,15:15:05,Dashboard - Jenkins,https://ci.bridgewise.com/?fmobei5jwkhvnirtxszg7ol2le=4qkx7wg5khtjh4ojl6ihvfapba,90,0,auto_bookmark
1548,63822,7/7/2026,14:52:56,Meet - Daily,https://meet.google.com/rtw-vfzz-pgc?authuser=0,50,0,link
1549,80071,7/7/2026,14:52:54,Meet - Daily,https://meet.google.com/rtw-vfzz-pgc?authuser=0&hs=122&ijlm=1783425173912,1,0,link
1550,80070,7/7/2026,14:52:52,"BridgeWise - Calendar - 5 days, starting Monday, July 6, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/7/6?pli=1,12,0,link
1551,80070,7/7/2026,14:52:51,"BridgeWise - Calendar - 5 days, starting Monday, July 6, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/7/6?pli=1,12,0,link
1552,80070,7/7/2026,14:52:50,"BridgeWise - Calendar - 5 days, starting Monday, July 6, 2026",https://calendar.google.com/calendar/u/0/r/custom/5/d/2026/7/6?pli=1,12,0,link
1553,65285,7/7/2026,14:52:45,"BridgeWise - Calendar - 6 days, starting Monday, February 23, 2026",https://calendar.google.com/calendar/u/0/r/custom/6/d/2026/2/23?pli=1,10,10,typed
1554,79357,7/7/2026,14:14:35,Peers algorithm - Google Docs,https://docs.google.com/document/d/1fZeVeZdsaQfBEWyVvye1ocVY-DDNX7iiR65sJH19W-c/edit?tab=t.0,4,0,link
1555,80069,7/7/2026,14:14:33,Peers algorithm - Google Docs,https://docs.google.com/document/d/1fZeVeZdsaQfBEWyVvye1ocVY-DDNX7iiR65sJH19W-c/edit?tab=t.0#heading=h.yfvg96gilk2g,1,0,link
1556,51031,7/7/2026,14:12:39,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee%20%3D%20712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030,302,0,link
1557,75446,7/7/2026,14:11:28,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee%20%3D%20712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030&selectedIssue=DT-16667,37,0,link
1558,80005,7/7/2026,14:08:59,PySpark Peer Selection Logic Review - Google Gemini,https://gemini.google.com/app/a2092a4fe6c70760,2,0,link
1559,79945,7/7/2026,14:08:53,PySpark Peer Selection Logic Review - Google Gemini,https://gemini.google.com/app/173624e25447a34f,2,0,link
1560,51031,7/7/2026,14:04:34,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee%20%3D%20712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030,302,0,link
1561,51811,7/7/2026,14:04:33,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee+%3D+712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030,29,0,link
1562,51031,7/7/2026,14:04:30,Sprint 103 - Technology - Scrum Board - Jira,https://deshe.atlassian.net/jira/software/projects/DT/boards/1?jql=assignee%20%3D%20712020%3A9e4f5ac6-991b-45b1-9309-5dd83dd88030,302,0,reload
1563,71526,7/7/2026,13:26:18,"BridgeWise - Calendar - 4 days, starting Thursday, July 16, 2026",https://calendar.google.com/calendar/u/0/r/customday?pli=1,22,0,link
1564,76826,7/7/2026,13:26:16,calendar.google.com/calendar/u/0/r/customday?pli=1&autorel=1,https://calendar.google.com/calendar/u/0/r/customday?pli=1&autorel=1,4,0,link
1565,21440,7/7/2026,11:07:52,Google Meet,https://meet.google.com/landing?authuser=0,19,0,link
1566,80068,7/7/2026,11:06:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/30b1ef64-0126-4994-95c2-7bf01ecb6084,3,0,link
1567,80068,7/7/2026,11:06:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/30b1ef64-0126-4994-95c2-7bf01ecb6084,3,0,link
1568,4075,7/7/2026,11:06:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1569,4075,7/7/2026,11:06:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1570,80052,7/7/2026,11:04:46,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/670c3b3f-0681-4fb5-a860-c338bec33dd5,19,0,link
1571,80052,7/7/2026,11:04:46,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/670c3b3f-0681-4fb5-a860-c338bec33dd5,19,0,link
1572,80051,7/7/2026,11:04:45,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9f44b864-8da7-4388-819b-42a345aebf25,5,0,link
1573,80051,7/7/2026,11:04:45,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9f44b864-8da7-4388-819b-42a345aebf25,5,0,link
1574,80067,7/7/2026,11:03:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/d49c1aa5-54ad-4720-8383-1f484d212e4f,4,0,link
1575,80067,7/7/2026,11:03:22,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/d49c1aa5-54ad-4720-8383-1f484d212e4f,4,0,link
1576,4075,7/7/2026,11:03:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1577,4075,7/7/2026,11:03:21,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1578,79891,7/7/2026,11:03:16,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/d51389a3-8afd-4dc6-b13b-8f75197ed6ee,6,0,link
1579,79891,7/7/2026,11:03:16,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/d51389a3-8afd-4dc6-b13b-8f75197ed6ee,6,0,link
1580,79511,7/7/2026,11:03:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/4668d23c-27ea-4b67-b52b-d1e77ce73452,20,0,link
1581,79511,7/7/2026,11:03:14,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/4668d23c-27ea-4b67-b52b-d1e77ce73452,20,0,link
1582,79476,7/7/2026,11:03:13,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
1583,79476,7/7/2026,11:03:13,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/5c284125-386b-4f30-b106-fd9459e82068,16,0,link
1584,4075,7/7/2026,11:03:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1585,4075,7/7/2026,11:03:12,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1586,79716,7/7/2026,11:03:07,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/14a7bbbc-8453-49a5-b557-d6f2986935f9,24,0,link
1587,79716,7/7/2026,11:03:07,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/14a7bbbc-8453-49a5-b557-d6f2986935f9,24,0,link
1588,80066,7/7/2026,10:59:20,Meet - Funds Peers,https://meet.google.com/amm-oqco-bjq?authuser=0,1,0,link
1589,80065,7/7/2026,10:59:17,Meet - Funds Peers,https://meet.google.com/amm-oqco-bjq?authuser=0&hs=122&ijlm=1783411157488,1,0,link
1590,71526,7/7/2026,10:59:16,"BridgeWise - Calendar - 4 days, starting Thursday, July 16, 2026",https://calendar.google.com/calendar/u/0/r/customday?pli=1,22,0,link
1591,80052,7/7/2026,10:59:04,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/670c3b3f-0681-4fb5-a860-c338bec33dd5,19,0,link
1592,4075,7/7/2026,10:59:02,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1593,4069,7/7/2026,10:59:01,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2,126,0,link
1594,64796,7/7/2026,10:58:51,Console Home | Console Home | eu-west-2,https://eu-west-2.console.aws.amazon.com/console/home?region=eu-west-2#,150,0,link
1595,65381,7/7/2026,10:58:48,AWS access portal,https://d-9c677e465f.awsapps.com/start/#/console?account_id=306646034796&role_name=Infra_Team_Dev_Stage_Accounts&referrer=accessPortal,91,0,link
1596,64697,7/7/2026,10:58:44,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,link
1597,71526,7/7/2026,10:58:32,"BridgeWise - Calendar - 4 days, starting Thursday, July 16, 2026",https://calendar.google.com/calendar/u/0/r/customday?pli=1,22,0,link
1598,80053,7/7/2026,10:58:21,Amazon Web Services,https://eu-west-2.signin.aws/platform/d-9c677e465f/login?workflowStateHandle=a0ebb86f-d020-44da-9001-179da83eef84,2,0,link
1599,64697,7/7/2026,10:58:21,Accounts | AWS access portal,https://d-9c677e465f.awsapps.com/start/#/?tab=accounts,151,1,reload
1600,80052,7/6/2026,20:25:32,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/670c3b3f-0681-4fb5-a860-c338bec33dd5,19,0,link
1601,80052,7/6/2026,20:25:32,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/670c3b3f-0681-4fb5-a860-c338bec33dd5,19,0,link
1602,4075,7/6/2026,20:25:32,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1603,4075,7/6/2026,20:25:32,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1604,79976,7/6/2026,20:25:31,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2b5f8476-0b0a-4a75-88d4-7952f18ada4a,5,0,link
1605,79976,7/6/2026,20:25:30,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/2b5f8476-0b0a-4a75-88d4-7952f18ada4a,5,0,link
1606,80051,7/6/2026,20:25:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9f44b864-8da7-4388-819b-42a345aebf25,5,0,link
1607,80051,7/6/2026,20:25:10,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/9f44b864-8da7-4388-819b-42a345aebf25,5,0,link
1608,4075,7/6/2026,20:25:09,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1609,4075,7/6/2026,20:25:09,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1610,80050,7/6/2026,20:24:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/507e0bb6-deae-4528-9d3f-a6ac66af0596,2,0,link
1611,80050,7/6/2026,20:24:53,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor/history/507e0bb6-deae-4528-9d3f-a6ac66af0596,2,0,link
1612,4075,7/6/2026,20:24:52,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
1613,4075,7/6/2026,20:24:52,Query editor | Athena | eu-west-2,https://eu-west-2.console.aws.amazon.com/athena/home?region=eu-west-2#/query-editor,1553,0,link
